Mod:Item:MetaData, Localized Name
Botania:cosmetic:22, Ancient Mask
Botania:cosmetic:23, Eerie Mask
Botania:cosmetic:24, Alien Antenna
Botania:cosmetic:25, Anaglyph Glasses
Botania:cosmetic:26, Orange Shades
Botania:cosmetic:27, Groucho Glasses
Botania:cosmetic:28, Thick Eyebrows
Botania:cosmetic:29, Lusitanic Shield
Botania:cosmetic:30, Tiny Potato Mask
Botania:cosmetic:31, Questgiver Mark
Botania:swapRing, Ring of Correction
Botania:flowerBag, Flower Pouch
Botania:shroomBag, Mushroom Pouch
Botania:phantomInk, Phantom Ink
Botania:poolMinecart, Minecart with Mana Pool
Botania:pinkinator, The Pinkinator
Botania:infiniteFruit, The Fruit of Grisaia
Botania:kingKey, Key of the King's Law
Botania:flugelEye, Eye of the Flügel
Botania:thorRing, Ring of Thor
Botania:odinRing, Ring of Odin
Botania:lokiRing, Ring of Loki
Botania:aesirRing, Ring of the Aesir
Botania:dice, Dice of Fate
Botania:keepIvy, Resolute Ivy
Botania:blackHoleTalisman:0, Black Hole Talisman
Botania:recordGaia1, Scathed Music Disc
Botania:recordGaia2, Scathed Music Disc
Botania:temperanceStone:0, Stone of Temperance
Botania:incenseStick, Incense Stick
Botania:terraAxe, Terra Truncator
Botania:waterBowl, Bowl of Water
Botania:obedienceStick, Floral Obedience Stick
Botania:cacophonium, Cacophonium
Botania:slimeBottle:0, Slime in a Bottle
Botania:starSword, Starcaller
Botania:exchangeRod, Rod of the Shifting Crust
Botania:magnetRingGreater, Greater Ring of Magnetization
Botania:thunderSword, Thundercaller
Botania:manaweaveHelm, Santaweave Cowl
Botania:manaweaveLegs, Santaweave Robe Bottom
Botania:manaweaveChest, Santaweave Robe Top
Botania:manaweaveBoots, Santaweave Boots
Botania:autocraftingHalo, Manufactory Halo
Botania:gaiaHead, Gaia Guardian's Head
Botania:sextant, Worldshaper's Sextant
Botania:speedUpBelt, Planestrider's Sash
Botania:baubleBox, Bauble Case
AdvancedBotany:itemABResource:0, Mithrill
AdvancedBotany:itemABResource:1, Mithrill Nugget
AdvancedBotany:itemABResource:2, Mana Nether Star
AdvancedBotany:itemABResource:3, Air of Forgotten Lands
AdvancedBotany:itemABResource:4, Nature's gift
AdvancedBotany:itemABResource:5, Nebula Fragment
AdvancedBotany:itemABResource:6, Piece of Nebula
AdvancedBotany:itemMithrillRing, Mithrill Mana Ring
AdvancedBotany:itemNebulaRing, Nebula Mana Ring
AdvancedBotany:itemMihrillMultiTool, Material Destroyer
AdvancedBotany:itemAdvancedSpark, Superconductive spark
AdvancedBotany:itemMithrillSword, Blade of Space
AdvancedBotany:itemTerraHoe, Terrahoe
AdvancedBotany:itemManaFlower, Mana Flower
AdvancedBotany:itemBlackHalo, Black Hole Box
AdvancedBotany:itemNebulaBlaze, Nebula Blaze
AdvancedBotany:itemAntigravityCharm, Sphere of Attraction
AdvancedBotany:itemNebulaRod, Rod of Nebula
AdvancedBotany:itemSprawlRod, Rod of Sprawl
AdvancedBotany:itemAquaSword, Blade of Sea
AdvancedBotany:autoPocketWardrobe, Nimble Cube
AdvancedBotany:talismanHiddenRiches, Key to Hidden Wealth
AdvancedBotany:freyrSlingshot, Freyr Slingshot
AdvancedBotany:hornPlenty, Horn of Plenty
AdvancedBotany:sphereNavigation, Sphere of Navigation
AdvancedBotany:nebulaHelm, item.nebulaHelm.name
AdvancedBotany:nebulaChest, item.nebulaChest.name
AdvancedBotany:nebulaLegs, item.nebulaLegs.name
AdvancedBotany:nebulaBoots, item.nebulaBoots.name
AdvancedBotany:nebulaHelmRevealing, item.nebulaHelmRevealing.name
AdvancedBotany:itemCraftingPattern:0, Thaumim - Crafting Placeholder
AdvancedBotany:itemCraftingPattern:1, Thaumim - Crafting Pattern #1
AdvancedBotany:itemCraftingPattern:2, Thaumim - Crafting Pattern #2
AdvancedBotany:itemCraftingPattern:3, Thaumim - Crafting Pattern #3
AdvancedBotany:itemCraftingPattern:4, Thaumim - Crafting Pattern #4
AdvancedBotany:itemCraftingPattern:5, Thaumim - Crafting Pattern #5
AdvancedBotany:itemCraftingPattern:6, Thaumim - Crafting Pattern #6
AdvancedBotany:itemCraftingPattern:7, Thaumim - Crafting Pattern #7
AdvancedBotany:itemCraftingPattern:8, Thaumim - Crafting Pattern #8
AdvancedBotany:itemCraftingPattern:9, Thaumim - Crafting Pattern #9
arsmagica2:spellBase, item.arsmagica2:spell_base.name
arsmagica2:itemOre:0, Vinteum Dust
arsmagica2:itemOre:1, Arcane Compound
arsmagica2:itemOre:2, Arcane Ash
arsmagica2:itemOre:3, Purified Vinteum Dust
arsmagica2:itemOre:4, Chimerite
arsmagica2:itemOre:5, Blue Topaz
arsmagica2:itemOre:6, Sunstone
arsmagica2:itemOre:7, Moonstone
arsmagica2:itemOre:8, Pig Fat
arsmagica2:itemOre:9, Celestial Fish
arsmagica2:itemOre:10, Cosmic Dust
arsmagica2:itemOre:11, Moonstone Fragment
arsmagica2:itemOre:12, Sunstone Fragment
arsmagica2:itemOre:13, Hellfish
arsmagica2:itemOre:14, Pyrogenic Sediment
arsmagica2:itemOre:15, Spatial Star
arsmagica2:itemOre:16, Temporal Cluster
arsmagica2:itemOre:17, Storm Sawtooth
arsmagica2:itemOre:18, Rain Rockrose
arsmagica2:itemOre:19, Imbued Moonflower
arsmagica2:itemOre:20, Cognitive Dust
arsmagica2:itemOre:21, Nightmare Essence
arsmagica2:itemOre:22, Fractal Fragment
arsmagica2:itemOre:23, Soul Fragment
arsmagica2:essence:0, Arcane Essence
arsmagica2:essence:1, Earth Essence
arsmagica2:essence:2, Air Essence
arsmagica2:essence:3, Fire Essence
arsmagica2:essence:4, Water Essence
arsmagica2:essence:5, Nature Essence
arsmagica2:essence:6, Ice Essence
arsmagica2:essence:7, Lightning Essence
arsmagica2:essence:8, Life Essence
arsmagica2:essence:9, Ender Essence
arsmagica2:essence:10, Pure Essence
arsmagica2:essence:11, High Essence Core
arsmagica2:essence:12, Base Essence Core
arsmagica2:essenceBag, Essence Bag
arsmagica2:spellParchment, Spell Parchment
arsmagica2:spellBook, item.arsmagica2:spell_book.name
arsmagica2:rune:0, Black Rune
arsmagica2:rune:1, Blank Rune
arsmagica2:rune:2, Blue Rune
arsmagica2:rune:3, Brown Rune
arsmagica2:rune:4, Cyan Rune
arsmagica2:rune:5, Gray Rune
arsmagica2:rune:6, Green Rune
arsmagica2:rune:7, Light Blue Rune
arsmagica2:rune:8, Light Gray Rune
arsmagica2:rune:9, Lime Rune
arsmagica2:rune:10, Magenta Rune
arsmagica2:rune:11, Orange Rune
arsmagica2:rune:12, Pink Rune
arsmagica2:rune:13, Purple Rune
arsmagica2:rune:14, Red Rune
arsmagica2:rune:15, White Rune
arsmagica2:rune:16, Yellow Rune
arsmagica2:rune:17, Infinity Orb
arsmagica2:rune:18, Infinity Orb
arsmagica2:rune:19, Infinity Orb
arsmagica2:rune:20, Rune of Debugging
arsmagica2:lesserFocus, Lesser Focus
arsmagica2:standardFocus, Standard Focus
arsmagica2:greaterFocus, Greater Focus
arsmagica2:manaFocus, Mana Focus
arsmagica2:chargeFocus, Charge Focus
arsmagica2:playerFocus, Player Focus
arsmagica2:mobFocus, Monster Focus
arsmagica2:itemFocus, Item Focus
arsmagica2:creatureFocus, Creature Focus
arsmagica2:blueChalk, Wizard's Chalk
arsmagica2:manaCake, Mana Cake
arsmagica2:keystone, Keystone
arsmagica2:manaStone, Mana Stone
arsmagica2:soulspike, Soulspike
arsmagica2:etheriumExtractor, Etherium Extractor
arsmagica2:imbuedMoonflowerSeeds, Imbued Moonflower Seeds
arsmagica2:rainRockroseSeeds, Rain Rockrose Seeds
arsmagica2:stormSawtoothSeeds, Storm Sawtooth Seeds
arsmagica2:bookAffinity:0, Affinity Tome: NONE
arsmagica2:bookAffinity:1, Affinity Tome: ARCANE
arsmagica2:bookAffinity:2, Affinity Tome: WATER
arsmagica2:bookAffinity:3, Affinity Tome: FIRE
arsmagica2:bookAffinity:4, Affinity Tome: EARTH
arsmagica2:bookAffinity:5, Affinity Tome: AIR
arsmagica2:bookAffinity:6, Affinity Tome: LIGHTNING
arsmagica2:bookAffinity:7, Affinity Tome: ICE
arsmagica2:bookAffinity:8, Affinity Tome: NATURE
arsmagica2:bookAffinity:9, Affinity Tome: LIFE
arsmagica2:bookAffinity:10, Affinity Tome: ENDER
arsmagica2:lesserManaPotion, Lesser Mana Potion
arsmagica2:standardManaPotion, Standard Mana Potion
arsmagica2:greaterManaPotion, Greater Mana Potion
arsmagica2:epicManaPotion, Epic Mana Potion
arsmagica2:legendaryManaPotion, Legendary Mana Potion
arsmagica2:manaPotionBundle:3, Lesser Mana Potion Bundle
arsmagica2:manaPotionBundle:259, Standard Mana Potion Bundle
arsmagica2:manaPotionBundle:515, Greater Mana Potion Bundle
arsmagica2:manaPotionBundle:771, Epic Mana Potion Bundle
arsmagica2:manaPotionBundle:1027, Legendary Mana Potion Bundle
arsmagica2:mageHood, Mage Hood
arsmagica2:mageArmor, Mage Robes
arsmagica2:mageLeggings, Mage Leggings
arsmagica2:mageBoots, Mage Boots
arsmagica2:battlemageHood, Battlemage Circlet
arsmagica2:battlemageArmor, Battlemage Armor
arsmagica2:battlemageLeggings, Battlemage Leggings
arsmagica2:battlemageBoots, Battlemage Boots
arsmagica2:boundHood, Bound Helmet
arsmagica2:boundArmor, Bound Chestplate
arsmagica2:boundLeggings, Bound Leggings
arsmagica2:boundBoots, Bound Boots
arsmagica2:ArchmageHood, Archmage Hood
arsmagica2:ArchmageArmor, Archmage Robes
arsmagica2:ArchmageLeggings, Archmage Leggings
arsmagica2:ArchmageBoots, Archmage Boots
arsmagica2:BoundHoeNor, Bound Hoe
arsmagica2:BoundShovelNor, Bound Shovel
arsmagica2:BoundAxeNor, Bound Axe
arsmagica2:BoundPickaxeNor, Bound Pickaxe
arsmagica2:BoundSwordNor, Bound Sword
arsmagica2:BoundBowNor, Bound Bow
arsmagica2:AMSpawnEgg:0, Spawn Mana Creeper
arsmagica2:AMSpawnEgg:1, Spawn Dryad
arsmagica2:AMSpawnEgg:2, Spawn Hecate
arsmagica2:AMSpawnEgg:3, Spawn Mage Villager
arsmagica2:AMSpawnEgg:4, Spawn Mana Elemental
arsmagica2:AMSpawnEgg:5, Spawn Water Elemental
arsmagica2:AMSpawnEgg:6, Spawn Light Mage
arsmagica2:AMSpawnEgg:7, Spawn Dark Mage
arsmagica2:AMSpawnEgg:8, Spawn Hell Cow
arsmagica2:AMSpawnEgg:9, Spawn Flicker
arsmagica2:AMSpawnEgg:10, Spawn Earth Elemental
arsmagica2:AMSpawnEgg:11, Spawn Fire Elemental
arsmagica2:AMSpawnEgg:12, Spawn Darkling
arsmagica2:AMSpawnEgg:13, Spawn Nature Guardian
arsmagica2:AMSpawnEgg:14, Spawn Arcane Guardian
arsmagica2:AMSpawnEgg:15, Spawn Earth Guardian
arsmagica2:AMSpawnEgg:16, Spawn Water Guardian
arsmagica2:AMSpawnEgg:17, Spawn Winter Guardian
arsmagica2:AMSpawnEgg:18, Spawn Air Guardian
arsmagica2:AMSpawnEgg:19, Spawn Fire Guardian
arsmagica2:AMSpawnEgg:20, Spawn Life Guardian
arsmagica2:AMSpawnEgg:21, Spawn Lightning Guardian
arsmagica2:AMSpawnEgg:22, Spawn Ender Guardian
arsmagica2:deficitCrystal, Deficit Crystal
arsmagica2:crystal_wrench, Crystal Wrench
arsmagica2:arcane_rod, Arcane Fishing Rod
arsmagica2:infernal_rod, Infernal Fishing Rod
arsmagica2:ArcaneCompendium, Arcane Compendium
arsmagica2:SpellComponent, item.null.name
arsmagica2:Crystal Phylactery, Crystal Phylactery
arsmagica2:liquidEssenceBucket, Bucket of Liquid Etherium
arsmagica2:natureScythe, §6Nature's Scythe§f
arsmagica2:spellStaffNovice, Novice Spell Staff
arsmagica2:spellStaffJourneyman, Journeyman Spell Staff
arsmagica2:spellStaffMaster, Master Spell Staff
arsmagica2:magitechStaff, Magitech's Staff
arsmagica2:liquidEssenceBottle, Infused Etherium Potion
arsmagica2:bindingCatalyst:0, Binding Catalyst: Pickaxe
arsmagica2:bindingCatalyst:1, Binding Catalyst: Axe
arsmagica2:bindingCatalyst:3, Binding Catalyst: Shovel
arsmagica2:bindingCatalyst:2, Binding Catalyst: Sword
arsmagica2:bindingCatalyst:4, Binding Catalyst: Hoe
arsmagica2:bindingCatalyst:5, Binding Catalyst: Bow
arsmagica2:evilBook, Evil-Looking Book
arsmagica2:woodenLeg, Wooden Leg
arsmagica2:cowHorn, Hell Cow's Horn
arsmagica2:boundCatalystArmor, Bound Chestplate Catalyst
arsmagica2:boundCatalystBoots, Bound Boots Catalyst
arsmagica2:boundCatalystHelmet, Bound Helmet Catalyst
arsmagica2:boundCatalystLeggings, Bound Leggings Catalyst
arsmagica2:magicBroom, Magic Broom
arsmagica2:boxOfIllusions, Box of Illusions
arsmagica2:arcane_spellbook, item.arsmagica2:arcane_spellbook.name
arsmagica2:winter_arm, §6Winter's Grasp§f
arsmagica2:air_sled, §6Air Sled§f
arsmagica2:earth_armor, §6Earth Armor§f
arsmagica2:water_orbs, §6Water Orbs§f
arsmagica2:fire_ears, §6Antenna of the Fire Guardian§f
arsmagica2:workbenchUpgrade, Magician's Workbench Upgrade: Crafting
arsmagica2:keystoneDoorPlacer:0, Keystone Door
arsmagica2:keystoneDoorPlacer:1, Spell-Sealed Door
arsmagica2:enderBoots, §6Ender Boots§f
arsmagica2:wardingCandle:0, Warding Candle (Unattuned)
arsmagica2:magitechGoggles, Magitech Goggles
arsmagica2:flickerJar:0, Empty Flicker Jar
arsmagica2:flickerJar:1, Arcane Flicker Jar
arsmagica2:flickerJar:2, Water Flicker Jar
arsmagica2:flickerJar:3, Fire Flicker Jar
arsmagica2:flickerJar:4, Earth Flicker Jar
arsmagica2:flickerJar:5, Air Flicker Jar
arsmagica2:flickerJar:6, Lightning Flicker Jar
arsmagica2:flickerJar:7, Ice Flicker Jar
arsmagica2:flickerJar:8, Nature Flicker Jar
arsmagica2:flickerJar:9, Life Flicker Jar
arsmagica2:flickerJar:10, Ender Flicker Jar
arsmagica2:runeBag, Rune Bag
arsmagica2:lightningCharm, §6Lightning Charm§f
arsmagica2:lifeWard, §6Life Ward§f
arsmagica2:playerjournal, Journal
arsmagica2:manaMartini, Mana Martini
arsmagica2:astrocalis, Astrocalis
arsmagica2:casparazoid, Casparazoid
arsmagica2:inscriptionUpgrade:0, Inscription Table Tier 1 Upgrade
arsmagica2:inscriptionUpgrade:1, Inscription Table Tier 2 Upgrade
arsmagica2:inscriptionUpgrade:2, Inscription Table Tier 3 Upgrade
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
TConstruct:goldHead:0, Golden Head
TConstruct:strangeFood:0, Gelatinous Slime
TConstruct:strangeFood:1, Coagulated Blood
TConstruct:strangeFood:2, Bacon
TConstruct:oreBerries:0, Iron Oreberry
TConstruct:oreBerries:1, Gold Oreberry
TConstruct:oreBerries:2, Copper Oreberry
TConstruct:oreBerries:3, Tin Oreberry
TConstruct:oreBerries:4, Aluminum Oreberry
TConstruct:oreBerries:5, Concentrated Essence Berry
TConstruct:titleIcon:0, Spawn Blue Slime
TConstruct:titleIcon:1, Spawn King Slime
TConstruct:blankPattern:0, Blank Pattern
TConstruct:blankPattern:1, Blank Cast
TConstruct:blankPattern:2, Blank Cast
TConstruct:blankPattern:3, Blank Clay Cast
TConstruct:materials:0, Paper Stack
TConstruct:materials:1, Slime Crystal
TConstruct:materials:2, Seared Brick
TConstruct:materials:3, Cobalt Ingot
TConstruct:materials:4, Ardite Ingot
TConstruct:materials:5, Manyullyn Ingot
TConstruct:materials:6, Ball of Moss
TConstruct:materials:7, Lava Crystal
TConstruct:materials:8, Necrotic Bone
TConstruct:materials:9, Copper Ingot
TConstruct:materials:10, Tin Ingot
TConstruct:materials:11, Aluminum Ingot
TConstruct:materials:12, Raw Aluminum
TConstruct:materials:13, Bronze Ingot
TConstruct:materials:14, Aluminum Brass Ingot
TConstruct:materials:15, Alumite Ingot
TConstruct:materials:16, Steel Ingot
TConstruct:materials:17, Slime Crystal
TConstruct:materials:18, Obsidian Ingot
TConstruct:materials:19, Iron Nugget
TConstruct:materials:20, Copper Nugget
TConstruct:materials:21, Tin Nugget
TConstruct:materials:22, Aluminum Nugget
TConstruct:materials:24, Aluminum Brass Nugget
TConstruct:materials:25, Silky Cloth
TConstruct:materials:26, Silky Jewel
TConstruct:materials:27, Obsidian Nugget
TConstruct:materials:28, Cobalt Nugget
TConstruct:materials:29, Ardite Nugget
TConstruct:materials:30, Manyullyn Nugget
TConstruct:materials:31, Bronze Nugget
TConstruct:materials:32, Alumite Nugget
TConstruct:materials:33, Steel Nugget
TConstruct:materials:34, Pig Iron Ingot
TConstruct:materials:35, Pig Iron Platter
TConstruct:materials:36, Ball of Glue
TConstruct:materials:37, Seared Brick
TConstruct:materials:38, Ardite Dust
TConstruct:materials:39, Cobalt Dust
TConstruct:materials:40, Aluminum Dust
TConstruct:materials:41, Manyullyn Dust
TConstruct:materials:42, Aluminum Brass Dust
TConstruct:materials:43, Reinforcement
TConstruct:woodPattern:1, Tool Rod Pattern
TConstruct:woodPattern:2, Pickaxe Head Pattern
TConstruct:woodPattern:3, Shovel Head Pattern
TConstruct:woodPattern:4, Axe Head Pattern
TConstruct:woodPattern:5, Sword Blade Pattern
TConstruct:woodPattern:6, Wide Guard Pattern
TConstruct:woodPattern:7, Hand Guard Pattern
TConstruct:woodPattern:8, Crossbar Pattern
TConstruct:woodPattern:9, Tool Binding Pattern
TConstruct:woodPattern:10, Pan Pattern
TConstruct:woodPattern:11, Wide Board Pattern
TConstruct:woodPattern:12, Knife Blade Pattern
TConstruct:woodPattern:13, Chisel Head Pattern
TConstruct:woodPattern:14, Tough Rod Pattern
TConstruct:woodPattern:15, Tough Binding Pattern
TConstruct:woodPattern:16, Large Plate Pattern
TConstruct:woodPattern:17, Broadaxe Head Pattern
TConstruct:woodPattern:18, Scythe Head Pattern
TConstruct:woodPattern:19, Excavator Head Pattern
TConstruct:woodPattern:20, Large Blade Pattern
TConstruct:woodPattern:21, Hammer Head Pattern
TConstruct:woodPattern:22, Full Guard Pattern
TConstruct:woodPattern:23, Bowstring Pattern
TConstruct:woodPattern:24, Fletching Pattern
TConstruct:woodPattern:25, Arrowhead Pattern
TConstruct:manualBook:0, Materials and You: Volume 1
TConstruct:manualBook:1, Materials and You: Volume 2
TConstruct:manualBook:2, Mighty Smelting
TConstruct:manualBook:3, Diary of a Tinker
TConstruct:manualBook:4, Tinkers' Weaponry
TConstruct:pickaxe, Pickaxe
TConstruct:shovel, Shovel
TConstruct:hatchet, Hatchet
TConstruct:broadsword, Broadsword
TConstruct:longsword, Longsword
TConstruct:rapier, Rapier
TConstruct:dagger, Dagger
TConstruct:cutlass, Cutlass
TConstruct:frypan, Frying Pan
TConstruct:battlesign, Battlesign
TConstruct:mattock, Mattock
TConstruct:chisel, Chisel
TConstruct:lumberaxe, Lumber Axe
TConstruct:cleaver, Cleaver
TConstruct:scythe, Scythe
TConstruct:excavator, Excavator
TConstruct:hammer, Hammer
TConstruct:battleaxe, Battleaxe
TConstruct:potionLauncher, Potion Launcher
TConstruct:toolRod:0, Wooden Tool Rod
TConstruct:toolRod:1, Stone Tool Rod
TConstruct:toolRod:2, Iron Tool Rod
TConstruct:toolRod:3, Flint Tool Rod
TConstruct:toolRod:4, Cactus Tool Rod
TConstruct:toolRod:5, Bone Tool Rod
TConstruct:toolRod:6, Obsidian Tool Rod
TConstruct:toolRod:7, Netherrack Tool Rod
TConstruct:toolRod:8, Slime Tool Rod
TConstruct:toolRod:9, Paper Tool Rod
TConstruct:toolRod:10, Cobalt Tool Rod
TConstruct:toolRod:11, Ardite Tool Rod
TConstruct:toolRod:12, Manyullyn Tool Rod
TConstruct:toolRod:13, Copper Tool Rod
TConstruct:toolRod:14, Bronze Tool Rod
TConstruct:toolRod:15, Alumite Tool Rod
TConstruct:toolRod:16, Steel Tool Rod
TConstruct:toolRod:17, Slime Tool Rod
TConstruct:toolRod:18, Pig Iron Tool Rod
TConstruct:toolRod:249, Sunstone Alloy Tool Rod
TConstruct:toolShard:1, Stone Shard
TConstruct:toolShard:3, Flint Shard
TConstruct:toolShard:4, Cactus Shard
TConstruct:toolShard:6, Obsidian Shard
TConstruct:toolShard:7, Netherrack Shard
TConstruct:toolShard:8, Slime Shard
TConstruct:toolShard:17, Slime Shard
TConstruct:toolShard:249, Sunstone Alloy Shard
TConstruct:pickaxeHead:0, Wooden Pickaxe Head
TConstruct:pickaxeHead:1, Stone Pickaxe Head
TConstruct:pickaxeHead:2, Iron Pickaxe Head
TConstruct:pickaxeHead:3, Flint Pickaxe Head
TConstruct:pickaxeHead:4, Cactus Pickaxe Head
TConstruct:pickaxeHead:5, Bone Pickaxe Head
TConstruct:pickaxeHead:6, Obsidian Pickaxe Head
TConstruct:pickaxeHead:7, Netherrack Pickaxe Head
TConstruct:pickaxeHead:8, Slime Pickaxe Head
TConstruct:pickaxeHead:9, Paper Pickaxe Head
TConstruct:pickaxeHead:10, Cobalt Pickaxe Head
TConstruct:pickaxeHead:11, Ardite Pickaxe Head
TConstruct:pickaxeHead:12, Manyullyn Pickaxe Head
TConstruct:pickaxeHead:13, Copper Pickaxe Head
TConstruct:pickaxeHead:14, Bronze Pickaxe Head
TConstruct:pickaxeHead:15, Alumite Pickaxe Head
TConstruct:pickaxeHead:16, Steel Pickaxe Head
TConstruct:pickaxeHead:17, Slime Pickaxe Head
TConstruct:pickaxeHead:18, Pig Iron Pickaxe Head
TConstruct:pickaxeHead:249, Sunstone Alloy Pickaxe Head
TConstruct:shovelHead:0, Wooden Shovel Head
TConstruct:shovelHead:1, Stone Shovel Head
TConstruct:shovelHead:2, Iron Shovel Head
TConstruct:shovelHead:3, Flint Shovel Head
TConstruct:shovelHead:4, Cactus Shovel Head
TConstruct:shovelHead:5, Bone Shovel Head
TConstruct:shovelHead:6, Obsidian Shovel Head
TConstruct:shovelHead:7, Netherrack Shovel Head
TConstruct:shovelHead:8, Slime Shovel Head
TConstruct:shovelHead:9, Paper Shovel Head
TConstruct:shovelHead:10, Cobalt Shovel Head
TConstruct:shovelHead:11, Ardite Shovel Head
TConstruct:shovelHead:12, Manyullyn Shovel Head
TConstruct:shovelHead:13, Copper Shovel Head
TConstruct:shovelHead:14, Bronze Shovel Head
TConstruct:shovelHead:15, Alumite Shovel Head
TConstruct:shovelHead:16, Steel Shovel Head
TConstruct:shovelHead:17, Slime Shovel Head
TConstruct:shovelHead:18, Pig Iron Shovel Head
TConstruct:shovelHead:249, Sunstone Alloy Shovel Head
TConstruct:hatchetHead:0, Wooden Axe Head
TConstruct:hatchetHead:1, Stone Axe Head
TConstruct:hatchetHead:2, Iron Axe Head
TConstruct:hatchetHead:3, Flint Axe Head
TConstruct:hatchetHead:4, Cactus Axe Head
TConstruct:hatchetHead:5, Bone Axe Head
TConstruct:hatchetHead:6, Obsidian Axe Head
TConstruct:hatchetHead:7, Netherrack Axe Head
TConstruct:hatchetHead:8, Slime Axe Head
TConstruct:hatchetHead:9, Paper Axe Head
TConstruct:hatchetHead:10, Cobalt Axe Head
TConstruct:hatchetHead:11, Ardite Axe Head
TConstruct:hatchetHead:12, Manyullyn Axe Head
TConstruct:hatchetHead:13, Copper Axe Head
TConstruct:hatchetHead:14, Bronze Axe Head
TConstruct:hatchetHead:15, Alumite Axe Head
TConstruct:hatchetHead:16, Steel Axe Head
TConstruct:hatchetHead:17, Slime Axe Head
TConstruct:hatchetHead:18, Pig Iron Axe Head
TConstruct:hatchetHead:249, Sunstone Alloy Axe Head
TConstruct:binding:0, Wooden Binding
TConstruct:binding:1, Stone Binding
TConstruct:binding:2, Iron Binding
TConstruct:binding:3, Flint Binding
TConstruct:binding:4, Cactus Binding
TConstruct:binding:5, Bone Binding
TConstruct:binding:6, Obsidian Binding
TConstruct:binding:7, Netherrack Binding
TConstruct:binding:8, Slime Binding
TConstruct:binding:9, Paper Binding
TConstruct:binding:10, Cobalt Binding
TConstruct:binding:11, Ardite Binding
TConstruct:binding:12, Manyullyn Binding
TConstruct:binding:13, Copper Binding
TConstruct:binding:14, Bronze Binding
TConstruct:binding:15, Alumite Binding
TConstruct:binding:16, Steel Binding
TConstruct:binding:17, Slime Binding
TConstruct:binding:18, Pig Iron Binding
TConstruct:binding:249, Sunstone Alloy Binding
TConstruct:toughBinding:0, Wooden Tough Binding
TConstruct:toughBinding:1, Stone Tough Binding
TConstruct:toughBinding:2, Iron Tough Binding
TConstruct:toughBinding:3, Flint Tough Binding
TConstruct:toughBinding:4, Cactus Tough Binding
TConstruct:toughBinding:5, Bone Tough Binding
TConstruct:toughBinding:6, Obsidian Tough Binding
TConstruct:toughBinding:7, Netherrack Tough Binding
TConstruct:toughBinding:8, Slime Tough Binding
TConstruct:toughBinding:9, Paper Tough Binding
TConstruct:toughBinding:10, Cobalt Tough Binding
TConstruct:toughBinding:11, Ardite Tough Binding
TConstruct:toughBinding:12, Manyullyn Tough Binding
TConstruct:toughBinding:13, Copper Tough Binding
TConstruct:toughBinding:14, Bronze Tough Binding
TConstruct:toughBinding:15, Alumite Tough Binding
TConstruct:toughBinding:16, Steel Tough Binding
TConstruct:toughBinding:17, Slime Tough Binding
TConstruct:toughBinding:18, Pig Iron Tough Binding
TConstruct:toughBinding:249, Sunstone Alloy Tough Binding
TConstruct:toughRod:0, Wooden Tough Rod
TConstruct:toughRod:1, Stone Tough Rod
TConstruct:toughRod:2, Iron Tough Rod
TConstruct:toughRod:3, Flint Tough Rod
TConstruct:toughRod:4, Cactus Tough Rod
TConstruct:toughRod:5, Bone Tough Rod
TConstruct:toughRod:6, Obsidian Tough Rod
TConstruct:toughRod:7, Netherrack Tough Rod
TConstruct:toughRod:8, Slime Tough Rod
TConstruct:toughRod:9, Paper Tough Rod
TConstruct:toughRod:10, Cobalt Tough Rod
TConstruct:toughRod:11, Ardite Tough Rod
TConstruct:toughRod:12, Manyullyn Tough Rod
TConstruct:toughRod:13, Copper Tough Rod
TConstruct:toughRod:14, Bronze Tough Rod
TConstruct:toughRod:15, Alumite Tough Rod
TConstruct:toughRod:16, Steel Tough Rod
TConstruct:toughRod:17, Slime Tough Rod
TConstruct:toughRod:18, Pig Iron Tough Rod
TConstruct:toughRod:249, Sunstone Alloy Tough Rod
TConstruct:heavyPlate:0, Wooden Large Plate
TConstruct:heavyPlate:1, Stone Large Plate
TConstruct:heavyPlate:2, Iron Large Plate
TConstruct:heavyPlate:3, Flint Large Plate
TConstruct:heavyPlate:4, Cactus Large Plate
TConstruct:heavyPlate:5, Bone Large Plate
TConstruct:heavyPlate:6, Obsidian Large Plate
TConstruct:heavyPlate:7, Netherrack Large Plate
TConstruct:heavyPlate:8, Slime Large Plate
TConstruct:heavyPlate:9, Paper Large Plate
TConstruct:heavyPlate:10, Cobalt Large Plate
TConstruct:heavyPlate:11, Ardite Large Plate
TConstruct:heavyPlate:12, Manyullyn Large Plate
TConstruct:heavyPlate:13, Copper Large Plate
TConstruct:heavyPlate:14, Bronze Large Plate
TConstruct:heavyPlate:15, Alumite Large Plate
TConstruct:heavyPlate:16, Steel Large Plate
TConstruct:heavyPlate:17, Slime Large Plate
TConstruct:heavyPlate:18, Pig Iron Large Plate
TConstruct:heavyPlate:249, Sunstone Alloy Large Plate
TConstruct:swordBlade:0, Wooden Sword Blade
TConstruct:swordBlade:1, Stone Sword Blade
TConstruct:swordBlade:2, Iron Sword Blade
